Id,Title1,Title2,Dist
0,186814,742349,0.182584116
1,563786,742349,0.197973076
2,680193,742349,0.25157314
3,685989,742349,0.267482115
4,703852,742349,0.104270999
5,703856,742349,0.187936461
6,720190,742349,0.215755544
7,728751,742349,0.0790675577
8,260510,742349,0.213686329
9,312979,742349,0.411003595
10,325631,742349,0.281914946
11,644182,742349,0.0844898709
12,654138,742349,0.124556778
13,729047,742349,0.201668716
14,731939,742349,0.0713034077
15,737378,742349,0.260800984
16,22896,742349,0.141093713
17,641253,742349,0.1311179
18,642598,742349,0.266048767
19,713975,742349,0.176263051
20,720128,742349,0.144882564
21,722382,742349,0.188343633
22,733765,742349,0.118448852
23,739503,742349,0.0952075165
24,26144,742349,0.509990111
25,259893,742349,0.160567412
26,268859,742349,0.134923135
27,316914,742349,0.137508223
28,374973,742349,0.0634957738
29,548870,742349,0.17577152
30,703844,742349,0.185599327
31,710639,742349,0.195316503
32,669358,742349,0.196642644
33,670146,742349,0.214300108
34,730174,742349,0.128856704
35,730259,742349,0.107209678
36,732259,742349,0.108683699
37,738809,742349,0.1230302
38,740135,742349,0.147325892
39,226807,742349,0.098598672
40,590252,742349,0.212958877
41,718021,742349,0.14141502
42,726454,742349,0.140854998
43,738143,742349,0.103277442
44,741150,742349,0.150965945
45,744381,742349,0.247878924
46,254132,742349,0.0739923787
47,602916,742349,0.325858871
48,652403,742349,0.122660921
49,724482,742349,0.186286452
50,733006,742349,0.0552109639
51,734040,742349,0.130391576
52,742826,742349,0.206475419
53,62251,742349,0.196753928
54,604147,742349,0.114117657
55,666516,742349,0.132165768
56,703840,742349,0.131878523
57,727784,742349,0.148863281
58,733077,742349,0.153988375
59,744313,742349,0.150448709
60,55120,742349,0.139110605
61,258206,742349,0.149009711
62,258207,742349,0.119258067
63,624632,742349,0.166107724
64,650305,742349,0.2412955
65,730425,742349,0.140951017
66,150389,742349,0.103038267
67,160461,742349,0.102139679
68,528784,742349,0.289253075
69,616238,742349,0.240578418
70,721915,742349,0.179819646
71,732403,742349,0.124885913
72,300957,742349,0.227984332
73,637931,742349,0.156792796
74,698918,742349,0.0985048082
75,721459,742349,0.186565729
76,726467,742349,0.158005563
77,727188,742349,0.169536214
78,68684,742349,0.152134607
79,112931,742349,0.177737453
80,616883,742349,0.221359176
81,651670,742349,0.0874460042
82,669357,742349,0.304185751
83,703853,742349,0.239489474
84,131385,742349,0.240599924
85,511454,742349,0.20745321
86,563787,742349,0.12129471
87,693445,742349,0.366007101
88,709732,742349,0.141760556
89,736699,742349,0.0633315412
90,163295,742349,0.193698021
91,551647,742349,0.249480648
92,670145,742349,0.19169028
93,724431,742349,0.292501878
94,729255,742349,0.237532621
95,736274,742349,0.0719392085
96,631780,742349,0.145239203
97,703631,742349,0.139252773
98,721920,742349,0.262115201
99,733033,742349,0.172416428
100,741449,742349,0.143389619
101,741891,742349,0.151945426
102,206146,742349,0.137526357
103,715159,742349,0.243369403
104,731930,742349,0.156783306
105,733274,742349,0.115558863
106,735254,742349,0.138052515
107,738487,742349,0.197783032
108,22897,742349,0.168045809
109,23182,742349,0.0765168259
110,400742,742349,0.0885617725
111,664406,742349,0.211880389
112,733395,742349,0.127032907
113,742782,742349,0.174200633
114,537990,742349,0.163065838
115,695796,742349,0.137995644
116,714568,742349,0.104686525
117,720716,742349,0.126308928
118,732988,742349,0.0761587549
119,733047,742349,0.150842111
120,15569,742349,0.474657465
121,685460,742349,0.060072558
122,702422,742349,0.158911939
123,733413,742349,0.173880328
124,740481,742349,0.265187422
125,743838,742349,0.177966439
126,25517,742349,0.444339717
127,400735,742349,0.203616507
128,671421,742349,0.142825491
129,721109,742349,0.171907432
130,738145,742349,0.0962501357
131,662774,742349,0.228627657
132,670131,742349,0.218602354
133,703841,742349,0.150280877
134,737628,742349,0.0974340206
135,739113,742349,0.0893071506
136,317362,742349,0.146902117
137,498158,742349,0.208236998
138,703846,742349,0.0917958572
139,721260,742349,0.154746465
140,729049,742349,0.11457529
141,15938,742349,0.275037492
142,70920,742349,0.349796745
143,164320,742349,0.533456996
144,570503,742349,0.128402802
145,724965,742349,0.185715486
146,20762,742349,0.224633285
147,730389,742349,0.146433119
148,733638,742349,0.10623701
149,734008,742349,0.217587571
150,737020,742349,0.139768888
151,699413,742349,0.215065736
152,710750,742349,0.0664250381
153,726211,742349,0.168568653
154,731297,742349,0.116616118
155,732255,742349,0.0832021313
156,651665,742349,0.161931254
157,670152,742349,0.275180473
158,728015,742349,0.128152451
159,730258,742349,0.262689214
160,739127,742349,0.14052691
161,23183,742349,0.122043358
162,570506,742349,0.135771873
163,733078,742349,0.195326529
164,733768,742349,0.0572434871
165,737831,742349,0.25915075
166,15441,742349,0.170259997
167,25898,742349,0.0835283305
168,481793,742349,0.105524014
169,617882,742349,0.131325049
170,716776,742349,0.0837390394
171,400739,742349,0.174358646
172,521504,742349,0.139919759
173,723365,742349,0.151813822
174,733137,742349,0.10951468
175,738174,742349,0.22997442
176,403631,742349,0.26282579
177,517252,742349,0.237450699
178,520598,742349,0.184653697
179,703843,742349,0.228132461
180,721457,742349,0.0777625272
181,22043,742349,0.208157717
182,423377,742349,0.29004898
183,698888,742349,0.0851961014
184,729883,742349,0.15319394
185,733771,742349,0.121968713
186,51007,742349,0.165090742
187,169080,742349,0.108353253
188,644117,742349,0.296715071
189,715772,742349,0.062699548
190,736744,742349,0.236259973
191,61731,742349,0.116893633
192,697533,742349,0.178343036
193,710765,742349,0.13429901
194,725552,742349,0.12053413
195,741894,742349,0.169448676
196,662898,742349,0.181313896
197,702165,742349,0.168161191
198,710754,742349,0.160992265
199,737019,742349,0.233190113
200,740482,742349,0.102585888
201,670140,742349,0.140035031
202,708452,742349,0.101653564
203,717481,742349,0.183855535
204,723862,742349,0.181351399
205,724854,742349,0.141315323
206,332797,742349,0.238678143
207,700327,742349,0.225578206
208,703833,742349,0.0854234355
209,730391,742349,0.107013081
210,738843,742349,0.19056429
211,26114,742349,0.155315402
212,205528,742349,0.112014736
213,609477,742349,0.194536559
214,657934,742349,0.124005405
215,675556,742349,0.181491472
216,251575,742349,0.0576435875
217,602925,742349,0.21886473
218,654809,742349,0.0582842531
219,710758,742349,0.117762886
220,727838,742349,0.130894179
221,24965,742349,0.167509084
222,325630,742349,0.0807974306
223,666673,742349,0.0858118463
224,710751,742349,0.156538357
225,728750,742349,0.246009827
226,26107,742349,0.113037944
227,622647,742349,0.127510939
228,676695,742349,0.12368622
229,700843,742349,0.0855161084
230,729084,742349,0.0707418855
231,552960,742349,0.208317989
232,632344,742349,0.0686197057
233,655746,742349,0.281842731
234,730202,742349,0.111699652
235,731063,742349,0.106420916
236,24525,742349,0.36108841
237,597593,742349,0.10020536
238,720120,742349,0.145783269
239,732256,742349,0.0492225898
240,733770,742349,0.148926188
241,22073,742349,0.781159391
242,727476,742349,0.160832299
243,729043,742349,0.121300511
244,738488,742349,0.27742054
245,743423,742349,0.16229113
246,719508,742349,0.161790054
247,729044,742349,0.117476078
248,737836,742349,0.144445047
249,739292,742349,0.11418719
250,667573,742349,0.0823241073
251,702672,742349,0.125342829
252,716164,742349,0.180480096
253,729040,742349,0.104785314
254,395444,742349,0.15305797
255,643607,742349,0.188442327
256,669360,742349,0.123539768
257,730148,742349,0.11636438
258,25897,742349,0.134921382
259,686885,742349,0.105911291
260,730657,742349,0.117434127
261,733284,742349,0.21990101
262,148975,742349,0.0985239118
263,654331,742349,0.0890076279
264,721433,742349,0.106314842
265,735982,742349,0.171560334
266,499334,742349,0.179116502
267,711422,742349,0.135412265
268,727836,742349,0.131118499
269,742105,742349,0.0818213941
270,658823,742349,0.14258152
271,694131,742349,0.338110847
272,730811,742349,0.0933580523
273,733746,742349,0.0946264612
274,22037,742349,0.434151378
275,132459,742349,0.525390309
276,721948,742349,0.101459872
277,732071,742349,0.159428971
278,72498,742349,0.135879569
279,629055,742349,0.176191807
280,713915,742349,0.119776023
281,714293,742349,0.248215977
282,72497,742349,0.113134035
283,92106,742349,0.271788114
284,718020,742349,0.0790841753
285,729086,742349,0.0563753006
286,22052,742349,0.160295476
287,310616,742349,0.138645971
288,409630,742349,0.201005025
289,725586,742349,0.250098216
290,308801,742349,0.0538696418
291,490549,742349,0.14444492
292,578106,742349,0.0648068781
293,744375,742349,0.135518692
294,641580,742349,0.152824084
295,701535,742349,0.117528716
296,718022,742349,0.0631646225
297,729036,742349,0.0805271405
298,140444,742349,0.226293878
299,414612,742349,0.0584046799
300,530311,742349,0.0947247709
301,713289,742349,0.085838156
302,58293,742349,0.0518996559
303,119874,742349,0.231910552
304,160469,742349,0.100322818
305,651673,742349,0.0486622192
306,721462,742349,0.117377102
307,723414,742349,0.104789347
308,734399,742349,0.132377612
309,739115,742349,0.182594444
310,678494,742349,0.304039899
311,710757,742349,0.0812982424
312,733076,742349,0.184167436
313,733277,742349,0.138437114
314,26074,742349,0.0624876452
315,26671,742349,0.0637049782
316,679543,742349,0.151765851
317,710760,742349,0.104073198
318,26456,742349,0.0987757466
319,714185,742349,0.156384018
320,726214,742349,0.0811078603
321,737377,742349,0.217554394
322,602287,742349,0.1571074
323,602910,742349,0.106036052
324,703849,742349,0.154277611
325,731978,742349,0.0878378837
326,25050,742349,0.28379543
327,616239,742349,0.084742782
328,727189,742349,0.16788018
329,733074,742349,0.106260779
330,668103,742349,0.175844835
331,702463,742349,0.108272846
332,718019,742349,0.184749262
333,740487,742349,0.153209811
334,26431,742349,0.379459216
335,708453,742349,0.0460525463
336,720810,742349,0.147561381
337,730694,742349,0.18633102
338,50422,742349,0.530471957
339,551650,742349,0.145223027
340,651675,742349,0.113150267
341,652466,742349,0.208794348
342,318995,742349,0.24925127
343,374970,742349,0.1869528
344,677452,742349,0.163910689
345,142910,742349,0.2755966
346,725830,742349,0.0852127623
347,733280,742349,0.134692839
348,22045,742349,0.0798902037
349,337962,742349,0.181011712
350,478262,742349,0.129867553
351,113119,742349,0.082264412
352,612767,742349,0.234797114
353,690503,742349,0.172540465
354,500945,742349,0.126625647
355,613076,742349,0.185619931
356,733728,742349,0.121928416
357,277235,742349,0.156781791
358,739114,742349,0.162220825
359,742351,742349,0.192210769
360,597447,742349,0.0843923021
361,733034,742349,0.140959608
362,735247,742349,0.13278843
363,690502,742349,0.108479781
364,728900,742349,0.0887036614
365,734012,742349,0.0755241618
366,648419,742349,0.133815958
367,734041,742349,0.10255302
368,743025,742349,0.0980436284
369,647948,742349,0.151285628
370,721455,742349,0.135536525
371,731130,742349,0.0727248265
372,723790,742349,0.118071642
373,729767,742349,0.16378843
374,733766,742349,0.121683937
375,243315,742349,0.122555715
376,646359,742349,0.125111742
377,714834,742349,0.133041626
378,729038,742349,0.142608747
379,736227,742349,0.177652142
380,737009,742349,0.078411569
381,169081,742349,0.148536079
382,603159,742349,0.234020324
383,727268,742349,0.159319282
384,55143,742349,0.105493399
385,183558,742349,0.0837644206
386,520599,742349,0.183845093
387,724815,742349,0.124611047
388,734918,742349,0.0896826207
389,738177,742349,0.146588275
390,26473,742349,0.138030716
391,626906,742349,0.13744759
392,701699,742349,0.073768215
393,51006,742349,0.0988927727
394,670143,742349,0.166598486
395,732224,742349,0.19749216
396,89097,742349,0.192739806
397,206149,742349,0.232062897
398,740132,742349,0.210782553
399,497180,742349,0.122966648
400,646358,742349,0.106339173
401,725829,742349,0.113214573
402,687610,742349,0.210323452
403,697254,742349,0.165363528
404,703848,742349,0.117371965
405,440447,742349,0.289257069
406,667010,742349,0.257413194
407,695321,742349,0.117264686
408,579414,742349,0.09387611
409,725831,742349,0.159206606
410,728126,742349,0.130162234
411,22090,742349,0.258984747
412,297796,742349,0.135362028
413,511447,742349,0.162914996
414,274400,742349,0.199262082
415,557672,742349,0.109362996
416,710768,742349,0.18767085
417,502673,742349,0.263284956
418,546622,742349,0.0855158616
419,740079,742349,0.17028882
420,26458,742349,0.155940404
421,737018,742349,0.0739025427
422,737032,742349,0.119902397
423,697535,742349,0.12982885
424,730204,742349,0.0956441118
425,734348,742349,0.155554567
426,188199,742349,0.24698226
427,682637,742349,0.161528594
428,730465,742349,0.275552794
429,626949,742349,0.190542181
430,696593,742349,0.121435271
431,718016,742349,0.149849149
432,63454,742349,0.10675303
433,724274,742349,0.138960163
434,738547,742349,0.135840448
435,703839,742349,0.0771363469
436,715935,742349,0.0967696686
437,735661,742349,0.127657724
438,64997,742349,0.293835522
439,568986,742349,0.0640496189
440,679568,742349,0.161875076
441,460689,742349,0.15071781
442,728061,742349,0.246050196
443,730466,742349,0.205428589
444,706770,742349,0.148338849
445,731019,742349,0.128271375
446,740386,742349,0.115475275
447,150387,742349,0.0793076845
448,574303,742349,0.106511245
449,740034,742349,0.0518217632
450,729089,742349,0.150236277
451,736281,742349,0.134962137
452,742048,742349,0.201785194
453,316909,742349,0.157618728
454,659934,742349,0.219180438
455,733282,742349,0.166808812
456,699415,742349,0.0744415942
457,727798,742349,0.0950199704
458,739166,742349,0.0738774033
459,26460,742349,0.096570976
460,183559,742349,0.237073172
461,726091,742349,0.164601646
462,706590,742349,0.136283386
463,729037,742349,0.152532198
464,733081,742349,0.101872939
465,622638,742349,0.214297576
466,655277,742349,0.130511373
467,727191,742349,0.173129401
468,243316,742349,0.109558993
469,718017,742349,0.1687687
470,741467,742349,0.101248693
471,597478,742349,0.0613521024
472,716857,742349,0.070490253
473,722386,742349,0.141826839
474,579352,742349,0.0894003864
475,644180,742349,0.17183827
476,739439,742349,0.111820108
477,713055,742349,0.246559729
478,717031,742349,0.124594154
479,740377,742349,0.121761584
480,703850,742349,0.0890478478
481,729964,742349,0.12347556
482,743031,742349,0.1402234
483,655747,742349,0.185346676
484,708427,742349,0.252703482
485,730607,742349,0.136013872
486,578109,742349,0.139777296
487,732955,742349,0.165290057
488,737839,742349,0.0937807788
489,317365,742349,0.125871267
490,670149,742349,0.205811442
491,692510,742349,0.0843105376
492,66913,742349,0.299193285
493,440439,742349,0.0957157286
494,729946,742349,0.0833532416
495,387518,742349,0.0804408398
496,644112,742349,0.339131827
497,739112,742349,0.0881496848
498,147175,742349,0.145801661
499,409100,742349,0.764220722
500,726095,742349,0.157478276
501,25714,742349,0.654826277
502,308751,742349,0.174770781
503,655749,742349,0.200203807
504,69297,742349,0.493162585
505,703634,742349,0.214104388
506,742888,742349,0.125311107
507,440437,742349,0.343552133
508,700844,742349,0.0617084104
509,700858,742349,0.127118338
510,726210,742349,0.0609169337
511,721463,742349,0.187371527
512,726842,742349,0.144048666
513,63453,742349,0.0580502999
514,702608,742349,0.15381638
515,26440,742349,0.53584024
516,670144,742349,0.164663333
517,677753,742349,0.244951585
518,721949,742349,0.100429494
519,635174,742349,0.28794975
520,729326,742349,0.0535212623
521,524520,742349,0.119054557
522,741458,742349,0.299025599
523,675559,742349,0.0747060256
524,694946,742349,0.0919712904
525,703630,742349,0.108370884
526,738483,742349,0.1967183
527,81482,742349,0.117866189
528,710749,742349,0.0906874134
529,686312,742349,0.167241479
530,710769,742349,0.0847775171
531,21815,742349,0.327257574
532,743270,742349,0.186555828
533,712003,742349,0.193866345
534,734011,742349,0.23319192
535,112933,742349,0.189108461
536,736928,742349,0.306244916
537,703629,742349,0.140356596
538,742889,742349,0.153373563
539,557676,742349,0.308920672
540,729963,742349,0.146040792
541,723046,742349,0.242881099
542,726189,742349,0.104101236
543,729938,742349,0.0937622367
544,733079,742349,0.101781447
545,26216,742349,0.160194363
546,735243,742349,0.0913512778
547,626907,742349,0.134606105
548,733458,742349,0.112030772
549,686911,742349,0.358315376
550,701081,742349,0.167565348
551,710761,742349,0.16170246
552,730656,742349,0.130489647
553,717059,742349,0.211315154
554,728128,742349,0.0887008959
555,709731,742349,0.0620205301
556,732953,742349,0.223859967
557,682803,742349,0.0976904522
558,735979,742349,0.133855284
559,729259,742349,0.195295844
560,729571,742349,0.154244556
561,712362,742349,0.15725781
562,726212,742349,0.0739112451
563,654774,742349,0.0776681424
564,690594,742349,0.170773971
565,604146,742349,0.163914777
566,732056,742349,0.128722699
567,703847,742349,0.152600731
568,737021,742349,0.124162938
569,635187,742349,0.130048236
570,729003,742349,0.118141492
571,622639,742349,0.274313055
572,679519,742349,0.14006753
573,735078,742349,0.149556636
574,736641,742349,0.122100205
575,682222,742349,0.117985932
576,742352,742349,0.268741429
577,724817,742349,0.16913645
578,738144,742349,0.0815604701
579,727826,742349,0.0709096994
580,728007,742349,0.120338095
581,350217,742349,0.0919146916
582,737835,742349,0.190613783
583,608258,742349,0.173298666
584,728619,742349,0.198978422
585,722542,742349,0.26907205
586,733488,742349,0.222774744
587,642653,742349,0.28265981
588,736989,742349,0.164298912
589,113121,742349,0.163916159
590,739411,742349,0.0887321598
591,710764,742349,0.19925543
592,714886,742349,0.214869241
593,732021,742349,0.216687939
594,738173,742349,0.133703015
595,20853,742349,0.168495042
596,665174,742349,0.189305187
597,732036,742349,0.0797659054
598,675554,742349,0.172615871
599,736875,742349,0.271346802
600,651664,742349,0.118600554
601,687915,742349,0.269855407
602,741825,742349,0.166443292
603,528785,742349,0.119548918
604,738194,742349,0.0925750816
605,471283,742349,0.181287111
606,739350,742349,0.136543787
607,400738,742349,0.139777139
608,721919,742349,0.0647936935
609,69113,742349,0.369461282
610,710747,742349,0.12864587
611,736277,742349,0.140796708
612,25613,742349,0.104795231
613,740423,742349,0.212495358
614,733080,742349,0.0611041209
615,683496,742349,0.196178438
616,729563,742349,0.149392247